¹Ì¶¨Ki£¬Kd_smoothed_smoothed,"error,Kp=1,Ki=0,Kd=0_smoothed","error,Kp=3,Ki=0,Kd=0_smoothed","error,Kp=4,Ki=0,Kd=0_smoothed","¹Ì¶¨Kp,Ki_smoothed_smoothed","error,Kp=3,Ki=0,Kd=0_smoothed","error,Kp=3,Ki=0,Kd=1_smoothed","error,Kp=3,Ki=0,Kd=5_smoothed","¹Ì¶¨Kp,Kd_smoothed_smoothed","error,Kp=3,Ki=0,Kd=0_smoothed","error,Kp=3,Ki=0.005,Kd=0_smoothed","error,Kp=3,Ki=0.007,Kd=0_smoothed","error,Kp=3,Ki=0.01,Kd=0_smoothed"
,-0.033586576,0.00168684,0.01085538,,0.00168684,0.005685575,0.007429288,,0.00168684,0.008452843,0.006786546,0.012940108
,-0.033494076,0.001571178,0.010712091,,0.001571178,0.005744706,0.007371889,,0.001571178,0.008474326,0.006896387,0.012890567
,-0.033364842,0.001447344,0.010548669,,0.001447344,0.005810652,0.007333725,,0.001447344,0.008489095,0.007004551,0.012816183
,-0.033200995,0.001343033,0.010369227,,0.001343033,0.005857539,0.007312869,,0.001343033,0.008500192,0.007091595,0.012716425
,-0.033026859,0.001261341,0.010169445,,0.001261341,0.005891155,0.007289407,,0.001261341,0.008508257,0.00715838,0.012593848
,-0.032820657,0.00119511,0.009944737,,0.00119511,0.005908143,0.007268242,,0.00119511,0.008510072,0.007217155,0.012440778
,-0.032585544,0.001149473,0.009734683,,0.001149473,0.005897371,0.007284334,,0.001149473,0.008487181,0.007294156,0.012285754
,-0.032350638,0.00113034,0.009559017,,0.00113034,0.005876679,0.007338624,,0.00113034,0.008463533,0.007399422,0.012133514
,-0.032105057,0.001116282,0.009413644,,0.001116282,0.005854022,0.007395044,,0.001116282,0.008449921,0.007501102,0.011990438
,-0.031856142,0.001091713,0.009287825,,0.001091713,0.005824093,0.00745689,,0.001091713,0.008453159,0.007613592,0.011862262
,-0.031623713,0.001058597,0.009186435,,0.001058597,0.005774513,0.007528454,,0.001058597,0.008449803,0.007744134,0.01175229
,-0.031443528,0.001035719,0.009098277,,0.001035719,0.00570233,0.007587145,,0.001035719,0.008442501,0.007890665,0.011671214
,-0.031307443,0.00102857,0.009020885,,0.00102857,0.005608661,0.007614009,,0.00102857,0.00844135,0.008031619,0.011606658
,-0.031198876,0.001029642,0.008940778,,0.001029642,0.005525969,0.007624803,,0.001029642,0.008438803,0.008162222,0.011561854
,-0.031102383,0.001050423,0.008872179,,0.001050423,0.005448501,0.00763382,,0.001050423,0.00843182,0.008288752,0.011540106
,-0.031032426,0.00108021,0.008809454,,0.00108021,0.005388236,0.007636711,,0.00108021,0.008428321,0.008400305,0.0115463
,-0.030961821,0.00112282,0.008724479,,0.00112282,0.005372426,0.007626002,,0.00112282,0.008437628,0.008478007,0.011601192
,-0.030883358,0.001164958,0.008597599,,0.001164958,0.005376765,0.007609487,,0.001164958,0.008436493,0.008532299,0.01172616
,-0.030812652,0.001212558,0.008452583,,0.001212558,0.005360711,0.00759691,,0.001212558,0.008421218,0.008593569,0.01191438
,-0.030762233,0.001261049,0.008291796,,0.001261049,0.005331387,0.007576356,,0.001261049,0.008386703,0.008635417,0.012130351
,-0.030721732,0.001290786,0.00811553,,0.001290786,0.005297185,0.007553041,,0.001290786,0.00834071,0.0086566,0.012367916
,-0.03067186,0.001277268,0.007922744,,0.001277268,0.005258659,0.007531491,,0.001277268,0.008279323,0.008665635,0.012591005
,-0.030618974,0.001225274,0.007709698,,0.001225274,0.005214758,0.007525218,,0.001225274,0.008199332,0.008675689,0.012779897
,-0.030569908,0.001137628,0.007475874,,0.001137628,0.005168934,0.00751614,,0.001137628,0.008114904,0.008701467,0.012911943
,-0.03050858,0.001014166,0.00721189,,0.001014166,0.005126759,0.007502037,,0.001014166,0.008035784,0.008729573,0.013008244
,-0.030425545,0.000865619,0.006929793,,0.000865619,0.005077177,0.007485985,,0.000865619,0.007956325,0.008770269,0.013090589
,-0.030339789,0.000700215,0.006655225,,0.000700215,0.004986002,0.007469868,,0.000700215,0.007872638,0.008819627,0.013125087
,-0.03025025,0.000535387,0.006401985,,0.000535387,0.004884962,0.007440495,,0.000535387,0.007807748,0.008858906,0.01309272
,-0.030158009,0.000387519,0.006149134,,0.000387519,0.004796221,0.007406133,,0.000387519,0.007754133,0.008854222,0.013009609
,-0.030045989,0.000268849,0.005912458,,0.000268849,0.00470401,0.007395644,,0.000268849,0.007706233,0.008846892,0.012917509
,-0.029920028,0.000209575,0.005693614,,0.000209575,0.004616891,0.007425626,,0.000209575,0.007659782,0.008827121,0.01281031
,-0.029791754,0.000221481,0.005493859,,0.000221481,0.004558266,0.007493335,,0.000221481,0.007617318,0.008793158,0.012716585
,-0.029657485,0.000291598,0.005322949,,0.000291598,0.004516229,0.00758115,,0.000291598,0.007562013,0.008736496,0.012657391
,-0.029498146,0.000412527,0.00520067,,0.000412527,0.004466558,0.007674502,,0.000412527,0.007484107,0.008663341,0.012657262
,-0.029333163,0.000582699,0.005113639,,0.000582699,0.004407679,0.007749419,,0.000582699,0.007378057,0.008577324,0.012691233
,-0.029155487,0.00078364,0.005048379,,0.00078364,0.004345205,0.00778517,,0.00078364,0.007264807,0.008457919,0.012742863
,-0.028955306,0.000985511,0.004997163,,0.000985511,0.004301098,0.007775454,,0.000985511,0.007149422,0.008315333,0.012797551
,-0.02872417,0.001176934,0.004963224,,0.001176934,0.004255368,0.007735294,,0.001176934,0.007028303,0.008168262,0.01285595
,-0.028461161,0.001354978,0.004950056,,0.001354978,0.004216879,0.007696801,,0.001354978,0.006916793,0.008039082,0.012907496
,-0.02818787,0.001513663,0.004946001,,0.001513663,0.004209164,0.007634831,,0.001513663,0.006835503,0.007902993,0.012933203
,-0.027901425,0.001629048,0.004953331,,0.001629048,0.004207841,0.007518541,,0.001629048,0.006781746,0.007774241,0.012933649
,-0.027611643,0.001708956,0.004973829,,0.001708956,0.004188939,0.007358805,,0.001708956,0.006757244,0.007646893,0.012935305
,-0.027324566,0.001775309,0.004997656,,0.001775309,0.004174843,0.00717607,,0.001775309,0.006774419,0.007528974,0.012943068
,-0.02705588,0.001820863,0.005014518,,0.001820863,0.004186526,0.006972692,,0.001820863,0.006839535,0.007409091,0.012949818
,-0.02678873,0.001838516,0.005047705,,0.001838516,0.004218608,0.006769952,,0.001838516,0.006941863,0.007289937,0.012955577
,-0.026517034,0.001844593,0.005114727,,0.001844593,0.004275608,0.00659992,,0.001844593,0.007051139,0.007198783,0.01296493
,-0.026234668,0.001866446,0.005209193,,0.001866446,0.004347384,0.006472163,,0.001866446,0.007160002,0.007139883,0.012986027
,-0.025964307,0.00188492,0.005321619,,0.00188492,0.004437323,0.006377362,,0.00188492,0.007273067,0.007102211,0.013021942
,-0.025708311,0.001890618,0.005452045,,0.001890618,0.004527166,0.006279975,,0.001890618,0.007365563,0.007077566,0.01306313
,-0.025460031,0.001883838,0.005598429,,0.001883838,0.004602294,0.006195182,,0.001883838,0.007410127,0.007079541,0.013113148
,-0.025254617,0.001890022,0.005743548,,0.001890022,0.004661989,0.006132013,,0.001890022,0.007433867,0.007098366,0.013179809
,-0.025088882,0.001912723,0.005879603,,0.001912723,0.004703846,0.006078742,,0.001912723,0.007445253,0.007128383,0.01323939
,-0.024936829,0.00194016,0.005998179,,0.00194016,0.004718602,0.00602849,,0.00194016,0.007432925,0.007174059,0.013282544
,-0.024799327,0.00197314,0.006096975,,0.00197314,0.004687451,0.006008481,,0.00197314,0.007400485,0.007247282,0.013313754
,-0.02469095,0.002016072,0.006170794,,0.002016072,0.004594824,0.006018152,,0.002016072,0.007366635,0.00732817,0.013334716
,-0.024597299,0.002061276,0.006209138,,0.002061276,0.004449987,0.006041769,,0.002061276,0.007322805,0.007385657,0.013328665
,-0.024521964,0.002090083,0.006215764,,0.002090083,0.004268206,0.006073978,,0.002090083,0.007260337,0.00742023,0.013298377
,-0.024448298,0.002113429,0.006203339,,0.002113429,0.004036655,0.006109196,,0.002113429,0.007193847,0.007427122,0.013230375
,-0.024371024,0.002150676,0.006187216,,0.002150676,0.003779864,0.006147708,,0.002150676,0.007160427,0.007404583,0.013131453
,-0.024280133,0.002208876,0.006158961,,0.002208876,0.003530987,0.006170098,,0.002208876,0.007166708,0.00734667,0.01301371
,-0.024141943,0.002254166,0.006119095,,0.002254166,0.003298987,0.00617459,,0.002254166,0.007203732,0.007270226,0.01289009
,-0.023957008,0.002281169,0.006072599,,0.002281169,0.003087127,0.006165726,,0.002281169,0.007264973,0.007181909,0.012762844
,-0.023757751,0.002294267,0.006027001,,0.002294267,0.002911087,0.006158982,,0.002294267,0.007352799,0.007078457,0.012646173
,-0.023541468,0.002288662,0.005958231,,0.002288662,0.002785614,0.006125942,,0.002288662,0.007452973,0.006953004,0.012530681
,-0.023300725,0.002247384,0.005859381,,0.002247384,0.002724676,0.00606646,,0.002247384,0.0075671,0.006828032,0.01240881
,-0.023085622,0.002185283,0.005744454,,0.002185283,0.002706633,0.005991656,,0.002185283,0.007717239,0.006734246,0.012286066
,-0.022893878,0.002120329,0.005616443,,0.002120329,0.002723427,0.005901888,,0.002120329,0.007910854,0.006665423,0.012177181
,-0.022736405,0.002060918,0.005465965,,0.002060918,0.002784819,0.005794165,,0.002060918,0.008117527,0.006616657,0.012094498
,-0.022603754,0.001993196,0.005287617,,0.001993196,0.002877281,0.005673917,,0.001993196,0.008303076,0.006597454,0.012041267
,-0.022495628,0.001926493,0.005094379,,0.001926493,0.002969275,0.005552726,,0.001926493,0.008470137,0.00660301,0.012016075
,-0.022387568,0.001881727,0.004890378,,0.001881727,0.003066484,0.005437386,,0.001881727,0.008599591,0.006608161,0.012007682
,-0.022275107,0.00185086,0.004661148,,0.00185086,0.003174085,0.00532508,,0.00185086,0.008698292,0.006604904,0.012012482
,-0.02213249,0.001806836,0.004412205,,0.001806836,0.003278212,0.005192251,,0.001806836,0.008772154,0.006601456,0.012003985
,-0.021966088,0.001763069,0.004177734,,0.001763069,0.003358297,0.005061655,,0.001763069,0.008818051,0.006600369,0.011969612
,-0.021789828,0.00173117,0.00398421,,0.00173117,0.003415646,0.004933109,,0.00173117,0.008818242,0.006600149,0.011928538
,-0.021595903,0.001697676,0.003823485,,0.001697676,0.003467724,0.004789997,,0.001697676,0.008782917,0.006587194,0.011881524
,-0.021387337,0.001651299,0.003695544,,0.001651299,0.003512433,0.004619899,,0.001651299,0.008713039,0.006572799,0.011802372
,-0.021173647,0.001594388,0.003604323,,0.001594388,0.003537115,0.004442803,,0.001594388,0.008616193,0.006560492,0.011695055
,-0.020961542,0.001524969,0.00353911,,0.001524969,0.003551822,0.004255926,,0.001524969,0.008512847,0.006522586,0.011587157
,-0.020744028,0.001432889,0.003484829,,0.001432889,0.003562831,0.004051518,,0.001432889,0.008421758,0.006459111,0.011460083
,-0.020532,0.001305775,0.003446613,,0.001305775,0.003562474,0.00382649,,0.001305775,0.008342995,0.006382606,0.011301548
,-0.020325664,0.001140057,0.003453752,,0.001140057,0.003541691,0.003600391,,0.001140057,0.00825942,0.006303359,0.011123232
,-0.020126639,0.000974272,0.003507852,,0.000974272,0.00350615,0.003381161,,0.000974272,0.008187913,0.006209956,0.010954992
,-0.019931772,0.000810559,0.003586676,,0.000810559,0.003478481,0.00317147,,0.000810559,0.008143376,0.006120007,0.010805845
,-0.019741763,0.000646577,0.003656395,,0.000646577,0.003453042,0.002984721,,0.000646577,0.008122792,0.006032874,0.010653277
,-0.019558719,0.000490726,0.003710773,,0.000490726,0.003416633,0.002831305,,0.000490726,0.008119558,0.005946291,0.010510026
